Player,Team,Season,Date,Status,Opp,Injury,Week
Matthew Slater,NWE,2016,2016-12-04,Questionable,LAR,foot,13
Sebastian Vollmer,NWE,2016,2016-12-04,Injured Reserve,LAR,Knee,13
Michael Williams,NWE,2016,2016-12-04,Injured Reserve,LAR,Knee,13
Danny Amendola,NWE,2016,2016-12-12,Out,BAL,ankle,14
Jacoby Brissett,NWE,2016,2016-12-12,Injured Reserve,BAL,Thumb,14
Jonathan Freeny,NWE,2016,2016-12-12,Injured Reserve,BAL,Shoulder,14
Jimmy Garoppolo,NWE,2016,2016-12-12,day-to-day,BAL,sprained  AC joint,14
Rob Gronkowski,NWE,2016,2016-12-12,Injured Reserve,BAL,Back,14
Tre' Jackson,NWE,2016,2016-12-12,Injured Reserve,BAL,Knee,14
Jordan Richards,NWE,2016,2016-12-12,Questionable,BAL,knee,14
Elandon Roberts,NWE,2016,2016-12-12,Questionable,BAL,hamstring,14
Eric Rowe,NWE,2016,2016-12-12,Questionable,BAL,hamstring,14
Greg Scruggs,NWE,2016,2016-12-12,Injured Reserve,BAL,Knee,14
Matthew Slater,NWE,2016,2016-12-12,Questionable,BAL,foot,14
Sebastian Vollmer,NWE,2016,2016-12-12,Injured Reserve,BAL,Knee,14
Michael Williams,NWE,2016,2016-12-12,Injured Reserve,BAL,Knee,14
Danny Amendola,NWE,2016,2016-12-18,Out,DEN,ankle,15
Jacoby Brissett,NWE,2016,2016-12-18,Injured Reserve,DEN,Thumb,15
Malcolm Butler,NWE,2016,2016-12-18,Questionable,DEN,Hip,15
Jonathan Freeny,NWE,2016,2016-12-18,Injured Reserve,DEN,Shoulder,15
Jimmy Garoppolo,NWE,2016,2016-12-18,day-to-day,DEN,sprained  AC joint,15
Rob Gronkowski,NWE,2016,2016-12-18,Injured Reserve,DEN,Back,15
Dont'a Hightower,NWE,2016,2016-12-18,Questionable,DEN,knee,15
Tre' Jackson,NWE,2016,2016-12-18,Injured Reserve,DEN,Knee,15
Jordan Richards,NWE,2016,2016-12-18,Questionable,DEN,knee,15
Elandon Roberts,NWE,2016,2016-12-18,Questionable,DEN,hamstring,15
Eric Rowe,NWE,2016,2016-12-18,Questionable,DEN,hamstring,15
Greg Scruggs,NWE,2016,2016-12-18,Injured Reserve,DEN,Knee,15
Matthew Slater,NWE,2016,2016-12-18,Questionable,DEN,foot,15
Sebastian Vollmer,NWE,2016,2016-12-18,Injured Reserve,DEN,Knee,15
Michael Williams,NWE,2016,2016-12-18,Injured Reserve,DEN,Knee,15
Danny Amendola,NWE,2016,2016-12-24,Out,NYJ,ankle,16
Tom Brady,NWE,2016,2016-12-24,Questionable,NYJ,thigh,16
Jacoby Brissett,NWE,2016,2016-12-24,Injured Reserve,NYJ,Thumb,16
Jonathan Freeny,NWE,2016,2016-12-24,Injured Reserve,NYJ,Shoulder,16
Jimmy Garoppolo,NWE,2016,2016-12-24,day-to-day,NYJ,sprained  AC joint,16
Rob Gronkowski,NWE,2016,2016-12-24,Injured Reserve,NYJ,Back,16
Dont'a Hightower,NWE,2016,2016-12-24,Questionable,NYJ,knee,16
Tre' Jackson,NWE,2016,2016-12-24,Injured Reserve,NYJ,Knee,16
Jordan Richards,NWE,2016,2016-12-24,Questionable,NYJ,knee,16
Greg Scruggs,NWE,2016,2016-12-24,Injured Reserve,NYJ,Knee,16
Matthew Slater,NWE,2016,2016-12-24,Questionable,NYJ,foot,16
Sebastian Vollmer,NWE,2016,2016-12-24,Injured Reserve,NYJ,Knee,16
Michael Williams,NWE,2016,2016-12-24,Injured Reserve,NYJ,Knee,16
Danny Amendola,NWE,2016,2017-01-01,Out,MIA,ankle,17
Tom Brady,NWE,2016,2017-01-01,Questionable,MIA,thigh,17
Jacoby Brissett,NWE,2016,2017-01-01,Injured Reserve,MIA,Thumb,17
Jonathan Freeny,NWE,2016,2017-01-01,Injured Reserve,MIA,Shoulder,17
Jimmy Garoppolo,NWE,2016,2017-01-01,day-to-day,MIA,sprained  AC joint,17
Rob Gronkowski,NWE,2016,2017-01-01,Injured Reserve,MIA,Back,17
Dont'a Hightower,NWE,2016,2017-01-01,Questionable,MIA,knee,17
Tre' Jackson,NWE,2016,2017-01-01,Injured Reserve,MIA,Knee,17
Cyrus Jones,NWE,2016,2017-01-01,Out,MIA,knee,17
Malcolm Mitchell,NWE,2016,2017-01-01,Doubtful,MIA,knee,17
Greg Scruggs,NWE,2016,2017-01-01,Injured Reserve,MIA,Knee,17
Matthew Slater,NWE,2016,2017-01-01,Questionable,MIA,foot,17
Sebastian Vollmer,NWE,2016,2017-01-01,Injured Reserve,MIA,Knee,17
Michael Williams,NWE,2016,2017-01-01,Injured Reserve,MIA,Knee,17
Will Johnson,NYG,2016,2016-09-11,Injured Reserve,DAL,Stinger,1
Matt LaCosse,NYG,2016,2016-09-11,Injured Reserve,DAL,Knee,1
Jake Rodgers,NYG,2016,2016-09-11,Injured Reserve,DAL,Ankle,1
Byron Stingily,NYG,2016,2016-09-11,Injured Reserve,DAL,Concussion,1
Robert Thomas,NYG,2016,2016-09-11,Out,DAL,illness,1
Nikita Whitlock,NYG,2016,2016-09-11,Injured Reserve,DAL,Foot,1
Will Johnson,NYG,2016,2016-09-18,Injured Reserve,NOR,Stinger,2
Matt LaCosse,NYG,2016,2016-09-18,Injured Reserve,NOR,Knee,2
Jason Pierre-Paul,NYG,2016,2016-09-18,Questionable,NOR,shoulder,2
Jake Rodgers,NYG,2016,2016-09-18,Injured Reserve,NOR,Ankle,2
Byron Stingily,NYG,2016,2016-09-18,Injured Reserve,NOR,Concussion,2
J.T. Thomas,NYG,2016,2016-09-18,Injured Reserve,NOR,Knee,2
Robert Thomas,NYG,2016,2016-09-18,Out,NOR,illness,2
Nikita Whitlock,NYG,2016,2016-09-18,Injured Reserve,NOR,Foot,2
Will Johnson,NYG,2016,2016-09-25,Injured Reserve,WAS,Stinger,3
Matt LaCosse,NYG,2016,2016-09-25,Injured Reserve,WAS,Knee,3
Jake Rodgers,NYG,2016,2016-09-25,Injured Reserve,WAS,Ankle,3
Byron Stingily,NYG,2016,2016-09-25,Injured Reserve,WAS,Concussion,3
J.T. Thomas,NYG,2016,2016-09-25,Injured Reserve,WAS,Knee,3
Robert Thomas,NYG,2016,2016-09-25,Out,WAS,illness,3
Darian Thompson,NYG,2016,2016-09-25,Injured Reserve,WAS,Foot,3
Mykkele Thompson,NYG,2016,2016-09-25,Injured Reserve,WAS,Knee,3
Nikita Whitlock,NYG,2016,2016-09-25,Injured Reserve,WAS,Foot,3
Eli Apple,NYG,2016,2016-10-03,Doubtful,MIN,hamstring,4
Nat Berhe,NYG,2016,2016-10-03,Out,MIN,concussion,4
Rashad Jennings,NYG,2016,2016-10-03,Questionable,MIN,thumb,4
Will Johnson,NYG,2016,2016-10-03,Injured Reserve,MIN,Stinger,4
Matt LaCosse,NYG,2016,2016-10-03,Injured Reserve,MIN,Knee,4
Jake Rodgers,NYG,2016,2016-10-03,Injured Reserve,MIN,Ankle,4
Dominique Rodgers-Cromartie,NYG,2016,2016-10-03,Questionable,MIN,groin,4
Byron Stingily,NYG,2016,2016-10-03,Injured Reserve,MIN,Concussion,4
J.T. Thomas,NYG,2016,2016-10-03,Injured Reserve,MIN,Knee,4
Robert Thomas,NYG,2016,2016-10-03,Out,MIN,illness,4
Darian Thompson,NYG,2016,2016-10-03,Injured Reserve,MIN,Foot,4
Mykkele Thompson,NYG,2016,2016-10-03,Injured Reserve,MIN,Knee,4
Shane Vereen,NYG,2016,2016-10-03,Injured Reserve,MIN,Tricep,4
Nikita Whitlock,NYG,2016,2016-10-03,Injured Reserve,MIN,Foot,4
Eli Apple,NYG,2016,2016-10-09,Questionable,GNB,hamstring,5
Nat Berhe,NYG,2016,2016-10-09,Out,GNB,concussion,5
Larry Donnell,NYG,2016,2016-10-09,Out,GNB,concussion,5
Rashad Jennings,NYG,2016,2016-10-09,Questionable,GNB,thumb,5
Will Johnson,NYG,2016,2016-10-09,Injured Reserve,GNB,Stinger,5
Matt LaCosse,NYG,2016,2016-10-09,Injured Reserve,GNB,Knee,5
Jake Rodgers,NYG,2016,2016-10-09,Injured Reserve,GNB,Ankle,5
Dominique Rodgers-Cromartie,NYG,2016,2016-10-09,Questionable,GNB,groin,5
Byron Stingily,NYG,2016,2016-10-09,Injured Reserve,GNB,Concussion,5
J.T. Thomas,NYG,2016,2016-10-09,Injured Reserve,GNB,Knee,5
Darian Thompson,NYG,2016,2016-10-09,Injured Reserve,GNB,Foot,5
Mykkele Thompson,NYG,2016,2016-10-09,Injured Reserve,GNB,Knee,5
Shane Vereen,NYG,2016,2016-10-09,Injured Reserve,GNB,Tricep,5
Nikita Whitlock,NYG,2016,2016-10-09,Injured Reserve,GNB,Foot,5
Eli Apple,NYG,2016,2016-10-16,Questionable,BAL,groin,6
Nat Berhe,NYG,2016,2016-10-16,Out,BAL,concussion,6
Dwayne Harris,NYG,2016,2016-10-16,Questionable,BAL,toe,6
Rashad Jennings,NYG,2016,2016-10-16,Questionable,BAL,thumb,6
Will Johnson,NYG,2016,2016-10-16,Injured Reserve,BAL,Stinger,6
Devon Kennard,NYG,2016,2016-10-16,Questionable,BAL,concussion,6
Matt LaCosse,NYG,2016,2016-10-16,Injured Reserve,BAL,Knee,6
Jason Pierre-Paul,NYG,2016,2016-10-16,Questionable,BAL,groin,6
Jake Rodgers,NYG,2016,2016-10-16,Injured Reserve,BAL,Ankle,6
Dominique Rodgers-Cromartie,NYG,2016,2016-10-16,Questionable,BAL,groin,6
Byron Stingily,NYG,2016,2016-10-16,Injured Reserve,BAL,Concussion,6
J.T. Thomas,NYG,2016,2016-10-16,Injured Reserve,BAL,Knee,6
Darian Thompson,NYG,2016,2016-10-16,Injured Reserve,BAL,Foot,6
Mykkele Thompson,NYG,2016,2016-10-16,Injured Reserve,BAL,Knee,6
Shane Vereen,NYG,2016,2016-10-16,Injured Reserve,BAL,Tricep,6
Nikita Whitlock,NYG,2016,2016-10-16,Injured Reserve,BAL,Foot,6
Nat Berhe,NYG,2016,2016-10-23,Out,LAR,concussion,7
Zak DeOssie,NYG,2016,2016-10-23,Questionable,LAR,ankle,7
Will Johnson,NYG,2016,2016-10-23,Injured Reserve,LAR,Stinger,7
Matt LaCosse,NYG,2016,2016-10-23,Injured Reserve,LAR,Knee,7
Jake Rodgers,NYG,2016,2016-10-23,Injured Reserve,LAR,Ankle,7
Byron Stingily,NYG,2016,2016-10-23,Injured Reserve,LAR,Concussion,7
J.T. Thomas,NYG,2016,2016-10-23,Injured Reserve,LAR,Knee,7
Darian Thompson,NYG,2016,2016-10-23,Injured Reserve,LAR,Foot,7
Mykkele Thompson,NYG,2016,2016-10-23,Injured Reserve,LAR,Knee,7
Shane Vereen,NYG,2016,2016-10-23,Injured Reserve,LAR,Tricep,7
Nikita Whitlock,NYG,2016,2016-10-23,Injured Reserve,LAR,Foot,7
Nat Berhe,NYG,2016,2016-11-06,Questionable,PHI,concussion,9
Will Johnson,NYG,2016,2016-11-06,Injured Reserve,PHI,Stinger,9
Matt LaCosse,NYG,2016,2016-11-06,Injured Reserve,PHI,Knee,9
Bobby Rainey,NYG,2016,2016-11-06,Questionable,PHI,calf,9
Jake Rodgers,NYG,2016,2016-11-06,Injured Reserve,PHI,Ankle,9
Byron Stingily,NYG,2016,2016-11-06,Injured Reserve,PHI,Concussion,9
J.T. Thomas,NYG,2016,2016-11-06,Injured Reserve,PHI,Knee,9
Darian Thompson,NYG,2016,2016-11-06,Injured Reserve,PHI,Foot,9
Mykkele Thompson,NYG,2016,2016-11-06,Injured Reserve,PHI,Knee,9
Shane Vereen,NYG,2016,2016-11-06,Injured Reserve,PHI,Tricep,9
Nikita Whitlock,NYG,2016,2016-11-06,Injured Reserve,PHI,Foot,9
Kerry Wynn,NYG,2016,2016-11-06,Out,PHI,concussion,9
Andrew Adams,NYG,2016,2016-11-14,Questionable,CIN,shoulder,10
Jonathan Casillas,NYG,2016,2016-11-14,Questionable,CIN,calf,10
Victor Cruz,NYG,2016,2016-11-14,Questionable,CIN,ankle,10
Will Johnson,NYG,2016,2016-11-14,Injured Reserve,CIN,Stinger,10
Matt LaCosse,NYG,2016,2016-11-14,Injured Reserve,CIN,Knee,10
Justin Pugh,NYG,2016,2016-11-14,Out,CIN,knee,10
Jake Rodgers,NYG,2016,2016-11-14,Injured Reserve,CIN,Ankle,10
Byron Stingily,NYG,2016,2016-11-14,Injured Reserve,CIN,Concussion,10
J.T. Thomas,NYG,2016,2016-11-14,Injured Reserve,CIN,Knee,10
Darian Thompson,NYG,2016,2016-11-14,Injured Reserve,CIN,Foot,10
Mykkele Thompson,NYG,2016,2016-11-14,Injured Reserve,CIN,Knee,10
Shane Vereen,NYG,2016,2016-11-14,Injured Reserve,CIN,Tricep,10
Nikita Whitlock,NYG,2016,2016-11-14,Injured Reserve,CIN,Foot,10
Kerry Wynn,NYG,2016,2016-11-14,Questionable,CIN,concussion,10
Orleans Darkwa,NYG,2016,2016-11-20,Questionable,CHI,lower leg,11
Adam Gettis,NYG,2016,2016-11-20,Questionable,CHI,calf,11
Will Johnson,NYG,2016,2016-11-20,Injured Reserve,CHI,Stinger,11
Brett Jones,NYG,2016,2016-11-20,Out,CHI,calf,11
Matt LaCosse,NYG,2016,2016-11-20,Injured Reserve,CHI,Knee,11
Justin Pugh,NYG,2016,2016-11-20,Out,CHI,knee,11
Jake Rodgers,NYG,2016,2016-11-20,Injured Reserve,CHI,Ankle,11
Byron Stingily,NYG,2016,2016-11-20,Injured Reserve,CHI,Concussion,11
J.T. Thomas,NYG,2016,2016-11-20,Injured Reserve,CHI,Knee,11
Darian Thompson,NYG,2016,2016-11-20,Injured Reserve,CHI,Foot,11
Mykkele Thompson,NYG,2016,2016-11-20,Injured Reserve,CHI,Knee,11
Shane Vereen,NYG,2016,2016-11-20,Injured Reserve,CHI,Tricep,11
Nikita Whitlock,NYG,2016,2016-11-20,Injured Reserve,CHI,Foot,11
Orleans Darkwa,NYG,2016,2016-11-27,Questionable,CLE,lower leg,12
Adam Gettis,NYG,2016,2016-11-27,Questionable,CLE,calf,12
Will Johnson,NYG,2016,2016-11-27,Injured Reserve,CLE,Stinger,12
Brett Jones,NYG,2016,2016-11-27,Out,CLE,calf,12
Matt LaCosse,NYG,2016,2016-11-27,Injured Reserve,CLE,Knee,12
Roger Lewis,NYG,2016,2016-11-27,Questionable,CLE,concussion,12
Jason Pierre-Paul,NYG,2016,2016-11-27,Questionable,CLE,knee,12
Justin Pugh,NYG,2016,2016-11-27,Out,CLE,knee,12
Jake Rodgers,NYG,2016,2016-11-27,Injured Reserve,CLE,Ankle,12
Byron Stingily,NYG,2016,2016-11-27,Injured Reserve,CLE,Concussion,12
J.T. Thomas,NYG,2016,2016-11-27,Injured Reserve,CLE,Knee,12
Darian Thompson,NYG,2016,2016-11-27,Injured Reserve,CLE,Foot,12
Mykkele Thompson,NYG,2016,2016-11-27,Injured Reserve,CLE,Knee,12
Shane Vereen,NYG,2016,2016-11-27,Injured Reserve,CLE,Tricep,12
Nikita Whitlock,NYG,2016,2016-11-27,Injured Reserve,CLE,Foot,12
Nat Berhe,NYG,2016,2016-12-04,Out,PIT,concussion,13
Orleans Darkwa,NYG,2016,2016-12-04,Injured Reserve,PIT,Leg,13
Mark Herzlich,NYG,2016,2016-12-04,Out,PIT,concussion,13
Will Johnson,NYG,2016,2016-12-04,Injured Reserve,PIT,Stinger,13
Brett Jones,NYG,2016,2016-12-04,Questionable,PIT,calf,13
Matt LaCosse,NYG,2016,2016-12-04,Injured Reserve,PIT,Knee,13
Owamagbe Odighizuwa,NYG,2016,2016-12-04,Out,PIT,knee,13
Justin Pugh,NYG,2016,2016-12-04,Out,PIT,knee,13
Jake Rodgers,NYG,2016,2016-12-04,Injured Reserve,PIT,Ankle,13
Byron Stingily,NYG,2016,2016-12-04,Injured Reserve,PIT,Concussion,13
J.T. Thomas,NYG,2016,2016-12-04,Injured Reserve,PIT,Knee,13
Darian Thompson,NYG,2016,2016-12-04,Injured Reserve,PIT,Foot,13
Mykkele Thompson,NYG,2016,2016-12-04,Injured Reserve,PIT,Knee,13
Shane Vereen,NYG,2016,2016-12-04,Injured Reserve,PIT,Tricep,13
Nikita Whitlock,NYG,2016,2016-12-04,Injured Reserve,PIT,Foot,13
Nat Berhe,NYG,2016,2016-12-11,Out,DAL,concussion,14
Orleans Darkwa,NYG,2016,2016-12-11,Injured Reserve,DAL,Leg,14
Dwayne Harris,NYG,2016,2016-12-11,Questionable,DAL,ankle,14
Mark Herzlich,NYG,2016,2016-12-11,Out,DAL,concussion,14
Will Johnson,NYG,2016,2016-12-11,Injured Reserve,DAL,Stinger,14
Matt LaCosse,NYG,2016,2016-12-11,Injured Reserve,DAL,Knee,14
Owamagbe Odighizuwa,NYG,2016,2016-12-11,Questionable,DAL,knee,14
Jason Pierre-Paul,NYG,2016,2016-12-11,Out,DAL,core muscle,14
Justin Pugh,NYG,2016,2016-12-11,Questionable,DAL,knee,14
Jake Rodgers,NYG,2016,2016-12-11,Injured Reserve,DAL,Ankle,14
Byron Stingily,NYG,2016,2016-12-11,Injured Reserve,DAL,Concussion,14
J.T. Thomas,NYG,2016,2016-12-11,Injured Reserve,DAL,Knee,14
Darian Thompson,NYG,2016,2016-12-11,Injured Reserve,DAL,Foot,14
Mykkele Thompson,NYG,2016,2016-12-11,Injured Reserve,DAL,Knee,14
Nikita Whitlock,NYG,2016,2016-12-11,Injured Reserve,DAL,Foot,14
Nat Berhe,NYG,2016,2016-12-18,Questionable,DET,concussion,15
Orleans Darkwa,NYG,2016,2016-12-18,Injured Reserve,DET,Leg,15
Will Johnson,NYG,2016,2016-12-18,Injured Reserve,DET,Stinger,15
Matt LaCosse,NYG,2016,2016-12-18,Injured Reserve,DET,Knee,15
Jason Pierre-Paul,NYG,2016,2016-12-18,Out,DET,core muscle,15
Keenan Robinson,NYG,2016,2016-12-18,Questionable,DET,shoulder,15
Jake Rodgers,NYG,2016,2016-12-18,Injured Reserve,DET,Ankle,15
Byron Stingily,NYG,2016,2016-12-18,Injured Reserve,DET,Concussion,15
J.T. Thomas,NYG,2016,2016-12-18,Injured Reserve,DET,Knee,15
Darian Thompson,NYG,2016,2016-12-18,Injured Reserve,DET,Foot,15
Mykkele Thompson,NYG,2016,2016-12-18,Injured Reserve,DET,Knee,15
Nikita Whitlock,NYG,2016,2016-12-18,Injured Reserve,DET,Foot,15
Nat Berhe,NYG,2016,2016-12-22,Out,PHI,concussion,16
Jonathan Casillas,NYG,2016,2016-12-22,Questionable,PHI,knee,16
Orleans Darkwa,NYG,2016,2016-12-22,Injured Reserve,PHI,Leg,16
Janoris Jenkins,NYG,2016,2016-12-22,Questionable,PHI,back,16
Will Johnson,NYG,2016,2016-12-22,Injured Reserve,PHI,Stinger,16
Matt LaCosse,NYG,2016,2016-12-22,Injured Reserve,PHI,Knee,16
Ryan Nassib,NYG,2016,2016-12-22,Injured Reserve,PHI,Elbow,16
Jason Pierre-Paul,NYG,2016,2016-12-22,Out,PHI,core muscle,16
Jake Rodgers,NYG,2016,2016-12-22,Injured Reserve,PHI,Ankle,16
Byron Stingily,NYG,2016,2016-12-22,Injured Reserve,PHI,Concussion,16
J.T. Thomas,NYG,2016,2016-12-22,Injured Reserve,PHI,Knee,16
Darian Thompson,NYG,2016,2016-12-22,Injured Reserve,PHI,Foot,16
Mykkele Thompson,NYG,2016,2016-12-22,Injured Reserve,PHI,Knee,16
Shane Vereen,NYG,2016,2016-12-22,Injured Reserve,PHI,Tricep,16
Nikita Whitlock,NYG,2016,2016-12-22,Injured Reserve,PHI,Foot,16
Jerell Adams,NYG,2016,2017-01-01,Questionable,WAS,shoulder,17
Nat Berhe,NYG,2016,2017-01-01,Out,WAS,concussion,17
Orleans Darkwa,NYG,2016,2017-01-01,Injured Reserve,WAS,Leg,17
B.J. Goodson,NYG,2016,2017-01-01,Questionable,WAS,concussion,17
Janoris Jenkins,NYG,2016,2017-01-01,Questionable,WAS,back,17
Will Johnson,NYG,2016,2017-01-01,Injured Reserve,WAS,Stinger,17
Matt LaCosse,NYG,2016,2017-01-01,Injured Reserve,WAS,Knee,17
Ryan Nassib,NYG,2016,2017-01-01,Injured Reserve,WAS,Elbow,17
Jason Pierre-Paul,NYG,2016,2017-01-01,Out,WAS,core muscle,17
Jake Rodgers,NYG,2016,2017-01-01,Injured Reserve,WAS,Ankle,17
Byron Stingily,NYG,2016,2017-01-01,Injured Reserve,WAS,Concussion,17
J.T. Thomas,NYG,2016,2017-01-01,Injured Reserve,WAS,Knee,17
Darian Thompson,NYG,2016,2017-01-01,Injured Reserve,WAS,Foot,17
Mykkele Thompson,NYG,2016,2017-01-01,Injured Reserve,WAS,Knee,17
Shane Vereen,NYG,2016,2017-01-01,Injured Reserve,WAS,Tricep,17
Nikita Whitlock,NYG,2016,2017-01-01,Injured Reserve,WAS,Foot,17
Bruce Carter,NYJ,2016,2016-09-11,Questionable,CIN,shoulder,1
Jake Ceresna,NYJ,2016,2016-09-11,Injured Reserve,CIN,Undisclosed,1
Breno Giacomini,NYJ,2016,2016-09-11,Injured Reserve,CIN,Back,1
David Harris,NYJ,2016,2016-09-11,Questionable,CIN,shoulder,1
Jordan Jenkins,NYJ,2016,2016-09-11,Doubtful,CIN,calf,1
Dee Milliner,NYJ,2016,2016-09-11,Injured Reserve,CIN,Hamstring,1
Romar Morris,NYJ,2016,2016-09-11,Injured Reserve,CIN,Shoulder,1
Julien Obioha,NYJ,2016,2016-09-11,Injured Reserve,CIN,Undisclosed,1
Bryce Petty,NYJ,2016,2016-09-11,Out,CIN, shoulder,1
Darryl Roberts,NYJ,2016,2016-09-11,Out,CIN,foot,1
Devin Smith,NYJ,2016,2016-09-11,Injured Reserve,CIN,Knee,1
Bruce Carter,NYJ,2016,2016-09-15,Questionable,BUF,shoulder,2
Jake Ceresna,NYJ,2016,2016-09-15,Injured Reserve,BUF,Undisclosed,2
Breno Giacomini,NYJ,2016,2016-09-15,Injured Reserve,BUF,Back,2
David Harris,NYJ,2016,2016-09-15,Questionable,BUF,shoulder,2
Jordan Jenkins,NYJ,2016,2016-09-15,Doubtful,BUF,calf,2
Dee Milliner,NYJ,2016,2016-09-15,Injured Reserve,BUF,Hamstring,2
Romar Morris,NYJ,2016,2016-09-15,Injured Reserve,BUF,Shoulder,2
Julien Obioha,NYJ,2016,2016-09-15,Injured Reserve,BUF,Undisclosed,2
Bryce Petty,NYJ,2016,2016-09-15,Out,BUF, shoulder,2
Darryl Roberts,NYJ,2016,2016-09-15,Doubtful,BUF,foot,2
Devin Smith,NYJ,2016,2016-09-15,Injured Reserve,BUF,Knee,2
Muhammad Wilkerson,NYJ,2016,2016-09-15,Questionable,BUF,"ankle, toe",2
Jake Ceresna,NYJ,2016,2016-09-25,Injured Reserve,KAN,Undisclosed,3
Breno Giacomini,NYJ,2016,2016-09-25,Injured Reserve,KAN,Back,3
David Harris,NYJ,2016,2016-09-25,Questionable,KAN,shoulder,3
Erin Henderson,NYJ,2016,2016-09-25,Questionable,KAN,foot,3
Dee Milliner,NYJ,2016,2016-09-25,Injured Reserve,KAN,Hamstring,3
Romar Morris,NYJ,2016,2016-09-25,Injured Reserve,KAN,Shoulder,3
Julien Obioha,NYJ,2016,2016-09-25,Injured Reserve,KAN,Undisclosed,3
Bryce Petty,NYJ,2016,2016-09-25,Out,KAN, shoulder,3
Devin Smith,NYJ,2016,2016-09-25,Injured Reserve,KAN,Knee,3
Bruce Carter,NYJ,2016,2016-10-02,Questionable,SEA,ankle,4
Jake Ceresna,NYJ,2016,2016-10-02,Injured Reserve,SEA,Undisclosed,4
Ryan Clady,NYJ,2016,2016-10-02,Questionable,SEA,shoulder,4
Eric Decker,NYJ,2016,2016-10-02,Injured Reserve,SEA,Shoulder,4
Breno Giacomini,NYJ,2016,2016-10-02,Injured Reserve,SEA,Back,4
Corey Lemonier,NYJ,2016,2016-10-02,Doubtful,SEA,not injury related,4
Jalin Marshall,NYJ,2016,2016-10-02,Out,SEA,shoulder,4
Dee Milliner,NYJ,2016,2016-10-02,Injured Reserve,SEA,Hamstring,4
Romar Morris,NYJ,2016,2016-10-02,Injured Reserve,SEA,Shoulder,4
Julien Obioha,NYJ,2016,2016-10-02,Injured Reserve,SEA,Undisclosed,4
Bryce Petty,NYJ,2016,2016-10-02,Out,SEA, shoulder,4
Devin Smith,NYJ,2016,2016-10-02,Injured Reserve,SEA,Knee,4
Lawrence Thomas,NYJ,2016,2016-10-02,Injured Reserve,SEA,Shoulder,4
Braedon Bowman,NYJ,2016,2016-10-09,Out,PIT,knee,5
Jake Ceresna,NYJ,2016,2016-10-09,Injured Reserve,PIT,Undisclosed,5
Eric Decker,NYJ,2016,2016-10-09,Injured Reserve,PIT,Shoulder,5
Quincy Enunwa,NYJ,2016,2016-10-09,Questionable,PIT,knee,5
Breno Giacomini,NYJ,2016,2016-10-09,Injured Reserve,PIT,Back,5
Jalin Marshall,NYJ,2016,2016-10-09,Doubtful,PIT,shoulder,5
Dee Milliner,NYJ,2016,2016-10-09,Injured Reserve,PIT,Hamstring,5
Romar Morris,NYJ,2016,2016-10-09,Injured Reserve,PIT,Shoulder,5
Julien Obioha,NYJ,2016,2016-10-09,Injured Reserve,PIT,Undisclosed,5
Bryce Petty,NYJ,2016,2016-10-09,Out,PIT, shoulder,5
Darrelle Revis,NYJ,2016,2016-10-09,Doubtful,PIT,hamstring,5
Devin Smith,NYJ,2016,2016-10-09,Injured Reserve,PIT,Knee,5
Lawrence Thomas,NYJ,2016,2016-10-09,Injured Reserve,PIT,Shoulder,5
Brian Winters,NYJ,2016,2016-10-09,Out,PIT,concussion,5
Jake Ceresna,NYJ,2016,2016-10-17,Injured Reserve,ARI,Undisclosed,6
Eric Decker,NYJ,2016,2016-10-17,Injured Reserve,ARI,Shoulder,6
Breno Giacomini,NYJ,2016,2016-10-17,Injured Reserve,ARI,Back,6
David Harris,NYJ,2016,2016-10-17,Doubtful,ARI,hamstring,6
Nick Mangold,NYJ,2016,2016-10-17,Questionable,ARI,knee,6
Dee Milliner,NYJ,2016,2016-10-17,Injured Reserve,ARI,Hamstring,6
Romar Morris,NYJ,2016,2016-10-17,Injured Reserve,ARI,Shoulder,6
Julien Obioha,NYJ,2016,2016-10-17,Injured Reserve,ARI,Undisclosed,6
Darrelle Revis,NYJ,2016,2016-10-17,Questionable,ARI,hamstring,6
Austin Seferian-Jenkins,NYJ,2016,2016-10-17,Questionable,ARI,ankle,6
Devin Smith,NYJ,2016,2016-10-17,Injured Reserve,ARI,Knee,6
Lawrence Thomas,NYJ,2016,2016-10-17,Injured Reserve,ARI,Shoulder,6
Braedon Bowman,NYJ,2016,2016-10-23,Out,BAL,knee,7
Jake Ceresna,NYJ,2016,2016-10-23,Injured Reserve,BAL,Undisclosed,7
Ryan Clady,NYJ,2016,2016-10-23,Questionable,BAL,shoulder,7
Eric Decker,NYJ,2016,2016-10-23,Injured Reserve,BAL,Shoulder,7
Breno Giacomini,NYJ,2016,2016-10-23,Injured Reserve,BAL,Back,7
Erin Henderson,NYJ,2016,2016-10-23,Injured Reserve,BAL,Undisclosed,7
Darron Lee,NYJ,2016,2016-10-23,Out,BAL,ankle,7
Nick Mangold,NYJ,2016,2016-10-23,Questionable,BAL,knee,7
Dee Milliner,NYJ,2016,2016-10-23,Injured Reserve,BAL,Hamstring,7
Romar Morris,NYJ,2016,2016-10-23,Injured Reserve,BAL,Shoulder,7
Julien Obioha,NYJ,2016,2016-10-23,Injured Reserve,BAL,Undisclosed,7
Brent Qvale,NYJ,2016,2016-10-23,Out,BAL,neck,7
Austin Seferian-Jenkins,NYJ,2016,2016-10-23,Out,BAL,ankle,7
